Job_Description,CV_Text,Label
"Job Category: אבטחה וביטחון, Company: TechCorp, Salary: 44 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8025, Address: Tel Aviv, Search Radius: 13km, Skills: English, Excel, Soft Skills: Team player, Fast learner. Looking for אבטחה וביטחון job.",1
"Job Category: הפקה ואירועים, Company: TechCorp, Salary: 79 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 4377, Address: Tel Aviv, Search Radius: 28km, Skills: Driving License, Java, Soft Skills: Team player, Fast learner. Looking for מסעדנות job.",0
"Job Category: בעלי חיים, Company: TechCorp, Salary: 43 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8906, Address: Tel Aviv, Search Radius: 14km, Skills: Driving License, Java, Soft Skills: Team player, Fast learner. Looking for מכירות ואופנה job.",0
"Job Category: משלוחים ותחבורה, Company: TechCorp, Salary: 71 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8107, Address: Tel Aviv, Search Radius: 21km, Skills: English, SAP, Soft Skills: Team player, Fast learner. Looking for אחזקה job.",0
"Job Category: שירות לקוחות, Company: TechCorp, Salary: 74 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8657, Address: Tel Aviv, Search Radius: 12km, Skills: Java, Excel, Soft Skills: Team player, Fast learner. Looking for שירות לקוחות job.",1
"Job Category: טכנולוגיה, Company: TechCorp, Salary: 52 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 2332, Address: Tel Aviv, Search Radius: 11km, Skills: Driving License, English, Soft Skills: Team player, Fast learner. Looking for אבטחה וביטחון job.",0
"Job Category: משלוחים ותחבורה, Company: TechCorp, Salary: 73 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 9930, Address: Tel Aviv, Search Radius: 10km, Skills: English, Excel, Soft Skills: Team player, Fast learner. Looking for משלוחים ותחבורה job.",1
"Job Category: אפסנאות ולוגיסטיקה, Company: TechCorp, Salary: 32 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3233, Address: Tel Aviv, Search Radius: 16km, Skills: SAP, Python, Soft Skills: Team player, Fast learner. Looking for אפסנאות ולוגיסטיקה job.",1
"Job Category: בניין וייצור, Company: TechCorp, Salary: 36 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5410, Address: Tel Aviv, Search Radius: 22km, Skills: Excel, SAP, Soft Skills: Team player, Fast learner. Looking for שירות לקוחות job.",0
"Job Category: אפסנאות ולוגיסטיקה, Company: TechCorp, Salary: 41 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 4127, Address: Tel Aviv, Search Radius: 15km, Skills: Java, Excel, Soft Skills: Team player, Fast learner. Looking for בעלי חיים job.",0
"Job Category: שירות לקוחות, Company: TechCorp, Salary: 43 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5878, Address: Tel Aviv, Search Radius: 8km, Skills: Excel, Driving License, Soft Skills: Team player, Fast learner. Looking for אפסנאות ולוגיסטיקה job.",0
"Job Category: אפסנאות ולוגיסטיקה, Company: TechCorp, Salary: 43 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8048, Address: Tel Aviv, Search Radius: 17km, Skills: Excel, Driving License, Soft Skills: Team player, Fast learner. Looking for מסעדנות job.",0
"Job Category: חינוך והוראה, Company: TechCorp, Salary: 70 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8064, Address: Tel Aviv, Search Radius: 30km, Skills: SAP, Python, Soft Skills: Team player, Fast learner. Looking for חינוך והוראה job.",1
"Job Category: שירות לקוחות, Company: TechCorp, Salary: 75 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3003, Address: Tel Aviv, Search Radius: 5km, Skills: SAP, Java, Soft Skills: Team player, Fast learner. Looking for שירות לקוחות job.",1
"Job Category: משלוחים ותחבורה, Company: TechCorp, Salary: 53 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 4711, Address: Tel Aviv, Search Radius: 29km, Skills: Excel, SAP, Soft Skills: Team player, Fast learner. Looking for בעלי חיים job.",0
"Job Category: משלוחים ותחבורה, Company: TechCorp, Salary: 39 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 4955, Address: Tel Aviv, Search Radius: 26km, Skills: Python, Driving License, Soft Skills: Team player, Fast learner. Looking for משלוחים ותחבורה job.",1
"Job Category: שירות לקוחות, Company: TechCorp, Salary: 35 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 4538, Address: Tel Aviv, Search Radius: 14km, Skills: Excel, English, Soft Skills: Team player, Fast learner. Looking for שירות לקוחות job.",1
"Job Category: מסעדנות, Company: TechCorp, Salary: 40 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 9894, Address: Tel Aviv, Search Radius: 30km, Skills: Excel, Java, Soft Skills: Team player, Fast learner. Looking for שירות לקוחות job.",0
"Job Category: שירות לקוחות, Company: TechCorp, Salary: 57 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 4829, Address: Tel Aviv, Search Radius: 30km, Skills: Driving License, SAP, Soft Skills: Team player, Fast learner. Looking for אחזקה job.",0
"Job Category: טכנולוגיה, Company: TechCorp, Salary: 54 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5867, Address: Tel Aviv, Search Radius: 17km, Skills: Python, Excel, Soft Skills: Team player, Fast learner. Looking for טכנולוגיה job.",1
"Job Category: טכנולוגיה, Company: TechCorp, Salary: 46 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 2075, Address: Tel Aviv, Search Radius: 11km, Skills: Driving License, Java, Soft Skills: Team player, Fast learner. Looking for מכירות ואופנה job.",0
"Job Category: משלוחים ותחבורה, Company: TechCorp, Salary: 80 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3780, Address: Tel Aviv, Search Radius: 27km, Skills: Python, SAP, Soft Skills: Team player, Fast learner. Looking for משלוחים ותחבורה job.",1
"Job Category: הפקה ואירועים, Company: TechCorp, Salary: 48 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 7519, Address: Tel Aviv, Search Radius: 27km, Skills: Python, Excel, Soft Skills: Team player, Fast learner. Looking for הפקה ואירועים job.",1
"Job Category: בניין וייצור, Company: TechCorp, Salary: 67 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 9782, Address: Tel Aviv, Search Radius: 6km, Skills: SAP, English, Soft Skills: Team player, Fast learner. Looking for עיצוב וקריאייטיב job.",0
"Job Category: בעלי חיים, Company: TechCorp, Salary: 59 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5253, Address: Tel Aviv, Search Radius: 8km, Skills: Driving License, SAP, Soft Skills: Team player, Fast learner. Looking for בניין וייצור job.",0
"Job Category: חינוך והוראה, Company: TechCorp, Salary: 37 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 4971, Address: Tel Aviv, Search Radius: 6km, Skills: English, Python, Soft Skills: Team player, Fast learner. Looking for חינוך והוראה job.",1
"Job Category: משלוחים ותחבורה, Company: TechCorp, Salary: 62 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3793, Address: Tel Aviv, Search Radius: 24km, Skills: SAP, Python, Soft Skills: Team player, Fast learner. Looking for שירות לקוחות job.",0
"Job Category: חינוך והוראה, Company: TechCorp, Salary: 57 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 9081, Address: Tel Aviv, Search Radius: 27km, Skills: Python, English, Soft Skills: Team player, Fast learner. Looking for אפסנאות ולוגיסטיקה job.",0
"Job Category: משלוחים ותחבורה, Company: TechCorp, Salary: 33 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5895, Address: Tel Aviv, Search Radius: 27km, Skills: English, Java, Soft Skills: Team player, Fast learner. Looking for משלוחים ותחבורה job.",1
"Job Category: אבטחה וביטחון, Company: TechCorp, Salary: 33 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 7184, Address: Tel Aviv, Search Radius: 21km, Skills: Excel, Java, Soft Skills: Team player, Fast learner. Looking for הפקה ואירועים job.",0
"Job Category: רפואה ורווחה, Company: TechCorp, Salary: 47 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 4875, Address: Tel Aviv, Search Radius: 26km, Skills: Java, SAP, Soft Skills: Team player, Fast learner. Looking for אפסנאות ולוגיסטיקה job.",0
"Job Category: אפסנאות ולוגיסטיקה, Company: TechCorp, Salary: 46 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6396, Address: Tel Aviv, Search Radius: 9km, Skills: English, Python, Soft Skills: Team player, Fast learner. Looking for הפקה ואירועים job.",0
"Job Category: מסעדנות, Company: TechCorp, Salary: 62 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 9355, Address: Tel Aviv, Search Radius: 5km, Skills: SAP, Python, Soft Skills: Team player, Fast learner. Looking for בעלי חיים job.",0
"Job Category: עיצוב וקריאייטיב, Company: TechCorp, Salary: 77 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3404, Address: Tel Aviv, Search Radius: 30km, Skills: SAP, Java, Soft Skills: Team player, Fast learner. Looking for עיצוב וקריאייטיב job.",1
"Job Category: משלוחים ותחבורה, Company: TechCorp, Salary: 77 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8014, Address: Tel Aviv, Search Radius: 12km, Skills: Java, SAP, Soft Skills: Team player, Fast learner. Looking for משלוחים ותחבורה job.",1
"Job Category: מסעדנות, Company: TechCorp, Salary: 51 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 1963, Address: Tel Aviv, Search Radius: 6km, Skills: English, Java, Soft Skills: Team player, Fast learner. Looking for מסעדנות job.",1
"Job Category: אחזקה, Company: TechCorp, Salary: 54 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3676, Address: Tel Aviv, Search Radius: 22km, Skills: Java, Excel, Soft Skills: Team player, Fast learner. Looking for אחזקה job.",1
"Job Category: שירות לקוחות, Company: TechCorp, Salary: 70 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 4325, Address: Tel Aviv, Search Radius: 16km, Skills: English, Python, Soft Skills: Team player, Fast learner. Looking for מכירות ואופנה job.",0
"Job Category: טכנולוגיה, Company: TechCorp, Salary: 74 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 2225, Address: Tel Aviv, Search Radius: 24km, Skills: Driving License, Java, Soft Skills: Team player, Fast learner. Looking for טכנולוגיה job.",1
"Job Category: מכירות ואופנה, Company: TechCorp, Salary: 42 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 2752, Address: Tel Aviv, Search Radius: 18km, Skills: Java, Driving License, Soft Skills: Team player, Fast learner. Looking for אחזקה job.",0
"Job Category: בניין וייצור, Company: TechCorp, Salary: 37 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3932, Address: Tel Aviv, Search Radius: 14km, Skills: SAP, Python, Soft Skills: Team player, Fast learner. Looking for בניין וייצור job.",1
"Job Category: מכירות ואופנה, Company: TechCorp, Salary: 65 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3467, Address: Tel Aviv, Search Radius: 14km, Skills: English, Python, Soft Skills: Team player, Fast learner. Looking for מסעדנות job.",0
"Job Category: מסעדנות, Company: TechCorp, Salary: 78 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 9313, Address: Tel Aviv, Search Radius: 29km, Skills: SAP, Driving License, Soft Skills: Team player, Fast learner. Looking for מסעדנות job.",1
"Job Category: הפקה ואירועים, Company: TechCorp, Salary: 74 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 1308, Address: Tel Aviv, Search Radius: 30km, Skills: Python, SAP, Soft Skills: Team player, Fast learner. Looking for הפקה ואירועים job.",1
"Job Category: עיצוב וקריאייטיב, Company: TechCorp, Salary: 52 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3542, Address: Tel Aviv, Search Radius: 9km, Skills: Driving License, Python, Soft Skills: Team player, Fast learner. Looking for בעלי חיים job.",0
"Job Category: טכנולוגיה, Company: TechCorp, Salary: 62 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 7892, Address: Tel Aviv, Search Radius: 10km, Skills: Driving License, Java, Soft Skills: Team player, Fast learner. Looking for אחזקה job.",0
"Job Category: עיצוב וקריאייטיב, Company: TechCorp, Salary: 75 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 2789, Address: Tel Aviv, Search Radius: 24km, Skills: SAP, English, Soft Skills: Team player, Fast learner. Looking for בעלי חיים job.",0
"Job Category: בעלי חיים, Company: TechCorp, Salary: 45 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 4618, Address: Tel Aviv, Search Radius: 7km, Skills: Driving License, Java, Soft Skills: Team player, Fast learner. Looking for בעלי חיים job.",1
"Job Category: הפקה ואירועים, Company: TechCorp, Salary: 41 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 1863, Address: Tel Aviv, Search Radius: 15km, Skills: Driving License, Java, Soft Skills: Team player, Fast learner. Looking for הפקה ואירועים job.",1
"Job Category: שירות לקוחות, Company: TechCorp, Salary: 73 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3571, Address: Tel Aviv, Search Radius: 5km, Skills: Java, Excel, Soft Skills: Team player, Fast learner. Looking for אפסנאות ולוגיסטיקה job.",0
"Job Category: מכירות ואופנה, Company: TechCorp, Salary: 59 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 9131, Address: Tel Aviv, Search Radius: 13km, Skills: Python, Excel, Soft Skills: Team player, Fast learner. Looking for מכירות ואופנה job.",1
"Job Category: בניין וייצור, Company: TechCorp, Salary: 36 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 9393, Address: Tel Aviv, Search Radius: 26km, Skills: Java, English, Soft Skills: Team player, Fast learner. Looking for בניין וייצור job.",1
"Job Category: מסעדנות, Company: TechCorp, Salary: 61 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5235, Address: Tel Aviv, Search Radius: 18km, Skills: Driving License, SAP, Soft Skills: Team player, Fast learner. Looking for הפקה ואירועים job.",0
"Job Category: אפסנאות ולוגיסטיקה, Company: TechCorp, Salary: 71 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3747, Address: Tel Aviv, Search Radius: 12km, Skills: English, SAP, Soft Skills: Team player, Fast learner. Looking for אפסנאות ולוגיסטיקה job.",1
"Job Category: בניין וייצור, Company: TechCorp, Salary: 64 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3924, Address: Tel Aviv, Search Radius: 14km, Skills: Java, Python, Soft Skills: Team player, Fast learner. Looking for הפקה ואירועים job.",0
"Job Category: אבטחה וביטחון, Company: TechCorp, Salary: 50 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 2385, Address: Tel Aviv, Search Radius: 30km, Skills: Excel, Python, Soft Skills: Team player, Fast learner. Looking for אבטחה וביטחון job.",1
"Job Category: שירות לקוחות, Company: TechCorp, Salary: 43 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 2437, Address: Tel Aviv, Search Radius: 5km, Skills: Driving License, SAP, Soft Skills: Team player, Fast learner. Looking for שירות לקוחות job.",1
"Job Category: אבטחה וביטחון, Company: TechCorp, Salary: 64 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6258, Address: Tel Aviv, Search Radius: 9km, Skills: SAP, Java, Soft Skills: Team player, Fast learner. Looking for אבטחה וביטחון job.",1
"Job Category: בניין וייצור, Company: TechCorp, Salary: 49 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 7350, Address: Tel Aviv, Search Radius: 30km, Skills: Driving License, Python, Soft Skills: Team player, Fast learner. Looking for אחזקה job.",0
"Job Category: אפסנאות ולוגיסטיקה, Company: TechCorp, Salary: 62 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 1532, Address: Tel Aviv, Search Radius: 25km, Skills: SAP, English, Soft Skills: Team player, Fast learner. Looking for שירות לקוחות job.",0
"Job Category: אפסנאות ולוגיסטיקה, Company: TechCorp, Salary: 73 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8801, Address: Tel Aviv, Search Radius: 5km, Skills: Python, Excel, Soft Skills: Team player, Fast learner. Looking for רפואה ורווחה job.",0
"Job Category: אחזקה, Company: TechCorp, Salary: 65 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 7133, Address: Tel Aviv, Search Radius: 6km, Skills: SAP, Driving License, Soft Skills: Team player, Fast learner. Looking for חינוך והוראה job.",0
"Job Category: בניין וייצור, Company: TechCorp, Salary: 65 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5209, Address: Tel Aviv, Search Radius: 15km, Skills: Python, Driving License, Soft Skills: Team player, Fast learner. Looking for בניין וייצור job.",1
"Job Category: אבטחה וביטחון, Company: TechCorp, Salary: 38 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8198, Address: Tel Aviv, Search Radius: 17km, Skills: English, Driving License, Soft Skills: Team player, Fast learner. Looking for אבטחה וביטחון job.",1
"Job Category: אפסנאות ולוגיסטיקה, Company: TechCorp, Salary: 47 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 2296, Address: Tel Aviv, Search Radius: 16km, Skills: Java, SAP, Soft Skills: Team player, Fast learner. Looking for מסעדנות job.",0
"Job Category: משלוחים ותחבורה, Company: TechCorp, Salary: 63 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3475, Address: Tel Aviv, Search Radius: 23km, Skills: Java, Excel, Soft Skills: Team player, Fast learner. Looking for משלוחים ותחבורה job.",1
"Job Category: חינוך והוראה, Company: TechCorp, Salary: 73 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 8130, Address: Tel Aviv, Search Radius: 16km, Skills: Excel, English, Soft Skills: Team player, Fast learner. Looking for אפסנאות ולוגיסטיקה job.",0
"Job Category: הפקה ואירועים, Company: TechCorp, Salary: 70 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 4642, Address: Tel Aviv, Search Radius: 23km, Skills: Java, Driving License, Soft Skills: Team player, Fast learner. Looking for הפקה ואירועים job.",1
"Job Category: בניין וייצור, Company: TechCorp, Salary: 55 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 7854, Address: Tel Aviv, Search Radius: 30km, Skills: Driving License, English, Soft Skills: Team player, Fast learner. Looking for אחזקה job.",0
"Job Category: בעלי חיים, Company: TechCorp, Salary: 49 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 3684, Address: Tel Aviv, Search Radius: 9km, Skills: Python, Excel, Soft Skills: Team player, Fast learner. Looking for בעלי חיים job.",1
"Job Category: עיצוב וקריאייטיב, Company: TechCorp, Salary: 70 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 4865, Address: Tel Aviv, Search Radius: 22km, Skills: SAP, Driving License, Soft Skills: Team player, Fast learner. Looking for עיצוב וקריאייטיב job.",1
"Job Category: עיצוב וקריאייטיב, Company: TechCorp, Salary: 78 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 7243, Address: Tel Aviv, Search Radius: 19km, Skills: English, Java, Soft Skills: Team player, Fast learner. Looking for עיצוב וקריאייטיב job.",1
"Job Category: עיצוב וקריאייטיב, Company: TechCorp, Salary: 70 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 5098, Address: Tel Aviv, Search Radius: 5km, Skills: Python, English, Soft Skills: Team player, Fast learner. Looking for עיצוב וקריאייטיב job.",1
"Job Category: חינוך והוראה, Company: TechCorp, Salary: 52 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6930, Address: Tel Aviv, Search Radius: 30km, Skills: Java, SAP, Soft Skills: Team player, Fast learner. Looking for חינוך והוראה job.",1
"Job Category: טכנולוגיה, Company: TechCorp, Salary: 47 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 9268, Address: Tel Aviv, Search Radius: 10km, Skills: Excel, Driving License, Soft Skills: Team player, Fast learner. Looking for טכנולוגיה job.",1
"Job Category: משלוחים ותחבורה, Company: TechCorp, Salary: 52 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 9585, Address: Tel Aviv, Search Radius: 26km, Skills: Java, Driving License, Soft Skills: Team player, Fast learner. Looking for משלוחים ותחבורה job.",1
"Job Category: בעלי חיים, Company: TechCorp, Salary: 38 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 4028, Address: Tel Aviv, Search Radius: 10km, Skills: Java, SAP, Soft Skills: Team player, Fast learner. Looking for בעלי חיים job.",1
"Job Category: עיצוב וקריאייטיב, Company: TechCorp, Salary: 37 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 4452, Address: Tel Aviv, Search Radius: 24km, Skills: Python, Java, Soft Skills: Team player, Fast learner. Looking for חינוך והוראה job.",0
"Job Category: אבטחה וביטחון, Company: TechCorp, Salary: 55 per hour, Hours: 08:00-17:00, Requirements: Experience in the field, Ability to work in shifts. Location: Tel Aviv, Contact: 050-1234567.","Candidate Details: Name: 6086, Address: Tel Aviv, Search Radius: 14km, Skills: Excel, SAP, Soft Skills: Team player, Fast learner. Looking for שירות לקוחות job.",0
